"","X","id","Q1","Q2","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","density","areapc"
"218",221,1015,1,3,1,"北京市","北京市","丰台区",1,9,90,6,4,1,"2022/12/14",4,7,5,7,287.8148812,15
"219",222,1018,1,2,1,"北京市","北京市","海淀区",1,4,77,1,-3,1,"2022/12/5",4,4,6,-3,408.739329,77
"220",223,1020,1,3,1,"北京市","北京市","朝阳区",2,4,140,5,3,1,"2022/12/22",4,4,5,5,419.6313085,28
"221",224,1023,2,4,1,"北京市","北京市","海淀区",2,10,72,5,2,1,"2022/12/14",4,6,6,5,408.739329,14.4
"222",225,1024,1,2,1,"北京市","北京市","门头沟区",5,2,70,4,3,1,"2022/12/9",4,4,6,5,1335.631752,17.5
"223",226,1026,1,3,1,"北京市","北京市","朝阳区",1,4,70,5,3,2,"-3",0,6,5,5,419.6313085,14
"224",227,1027,2,2,1,"北京市","北京市","朝阳区",2,2,119,2,2,1,"2022/12/24",3,8,6,6,419.6313085,59.5
"225",228,1032,2,3,1,"北京市","北京市","通州区",4,2,90,2,2,1,"2022/12/9",3,5,5,5,858.8256271,45
"226",229,1041,1,3,1,"北京市","北京市","大兴区",5,2,90,5,3,1,"2022/12/14",4,6,6,5,972.129989,18
"227",230,1043,2,2,1,"北京市","北京市","海淀区",2,5,110,2,2,1,"2022/12/16",4,6,5,5,408.739329,55
"228",231,1047,1,2,1,"北京市","北京市","丰台区",3,10,18,1,-3,1,"2022/12/11",4,4,5,-3,287.8148812,18
"229",232,1052,2,2,1,"北京市","北京市","西城区",4,10,20,2,2,1,"2022/12/13",4,5,6,6,51,10
"230",233,1053,2,2,1,"北京市","北京市","海淀区",4,2,70,3,3,2,"-3",0,7,5,6,408.739329,23.3333333333333
"231",234,1057,1,2,1,"北京市","北京市","西城区",2,6,31,2,2,2,"-3",0,5,6,5,51,15.5
"232",235,1058,2,3,1,"北京市","北京市","海淀区",4,10,25,1,-3,1,"2022/12/17",3,4,6,-3,408.739329,25
"233",236,1061,2,3,1,"北京市","北京市","海淀区",4,10,25,4,4,1,"2022/12/14",3,4,6,6,408.739329,6.25
"234",237,1064,2,3,1,"北京市","北京市","海淀区",4,10,24,3,3,1,"2022/12/6",4,3,6,7,408.739329,8
"235",238,1066,2,3,1,"北京市","北京市","海淀区",3,3,60,4,3,1,"2022/12/17",4,7,5,6,408.739329,15
"236",239,1079,1,2,1,"北京市","北京市","海淀区",3,8,80,3,3,1,"2022/12/22",4,5,5,6,408.739329,26.6666666666667
"237",240,1082,1,2,1,"北京市","北京市","海淀区",3,10,12,1,-3,2,"-3",0,3,5,-3,408.739329,12
"238",241,1083,2,2,1,"北京市","北京市","朝阳区",1,3,80,3,1,1,"2022/12/14",1,7,5,5,419.6313085,26.6666666666667
"239",242,1096,2,2,1,"北京市","北京市","朝阳区",2,10,40,2,3,1,"2022/12/10",4,3,6,6,419.6313085,20
"240",243,1102,2,3,1,"北京市","北京市","朝阳区",1,5,60,1,-3,2,"-3",0,6,6,-3,419.6313085,60
"241",244,1107,2,2,1,"北京市","北京市","海淀区",4,10,14,2,1,1,"2022/12/15",4,2,6,5,408.739329,7
"242",245,1108,2,2,1,"北京市","北京市","海淀区",4,3,45,2,2,2,"-3",0,4,5,6,408.739329,22.5
"243",246,1117,2,2,1,"北京市","北京市","东城区",1,6,179,5,4,1,"2022/12/25",4,1,5,5,42,35.8
"244",247,1151,2,3,1,"北京市","北京市","海淀区",5,1,200,2,2,1,"2022/12/9",3,6,5,5,408.739329,100
"245",248,1193,2,2,1,"北京市","北京市","朝阳区",2,2,120,2,2,2,"-3",0,6,5,6,419.6313085,60
"246",249,1208,2,2,1,"北京市","北京市","朝阳区",3,4,170,4,4,1,"2022/12/20",3,5,5,5,419.6313085,42.5
"247",250,1209,1,2,1,"北京市","北京市","海淀区",3,10,20,4,4,1,"2022/11/12",4,6,6,6,408.739329,5
"248",251,1214,1,3,1,"北京市","北京市","西城区",5,4,10,1,-3,1,"2022/12/13",4,6,6,-3,51,10
"249",252,1219,2,2,1,"北京市","北京市","通州区",2,4,37,2,2,1,"2022/12/11",4,5,6,5,858.8256271,18.5
"250",253,1220,1,2,1,"北京市","北京市","大兴区",2,2,70,2,2,1,"2022/12/22",3,5,6,5,972.129989,35
"251",254,1222,2,2,1,"北京市","北京市","海淀区",4,3,70,2,2,2,"-3",0,5,6,6,408.739329,35
"252",255,1224,2,2,1,"北京市","北京市","朝阳区",5,6,110,4,4,1,"2022/12/11",4,5,5,5,419.6313085,27.5
"253",256,1226,2,2,1,"北京市","北京市","朝阳区",5,3,15,1,-3,1,"2022/12/12",4,6,6,-3,419.6313085,15
"254",257,1228,1,2,1,"北京市","北京市","海淀区",4,10,8,3,3,1,"2022/12/13",4,5,4,5,408.739329,2.66666666666667
"255",258,1232,2,2,1,"北京市","北京市","大兴区",1,3,80,3,2,2,"-3",0,6,6,2,972.129989,26.6666666666667
"256",259,1233,2,2,1,"北京市","北京市","大兴区",2,10,50,1,-3,2,"-3",0,3,6,-3,972.129989,50
"257",261,1265,1,3,1,"北京市","北京市","西城区",2,10,20,1,-3,1,"2022/12/11",4,5,7,-3,51,20
"258",262,1270,1,2,1,"北京市","北京市","朝阳区",5,10,50,5,5,1,"2021/12/11",4,1,5,5,419.6313085,10
"259",263,1292,1,4,1,"北京市","北京市","海淀区",3,2,120,4,3,1,"2022/12/14",4,7,6,5,408.739329,30
"260",264,1305,2,2,1,"北京市","北京市","通州区",4,3,90,3,3,1,"2022/12/9",4,7,6,5,858.8256271,30
"261",265,1306,2,3,1,"北京市","北京市","昌平区",2,4,89,2,2,1,"2022/12/11",4,6,6,6,1244.384697,44.5
"262",266,1345,2,2,1,"北京市","北京市","海淀区",4,10,16,3,3,1,"2022/12/10",2,6,5,5,408.739329,5.33333333333333
"263",267,1390,1,2,1,"北京市","北京市","海淀区",4,10,10,5,4,2,"-3",0,4,5,5,408.739329,2
"264",268,1391,2,3,1,"北京市","北京市","朝阳区",3,10,150,7,7,1,"2022/12/9",3,4,6,3,419.6313085,21.4285714285714
"265",269,1409,2,2,2,"北京市","北京市","顺义区",6,1,200,4,4,1,"2022/12/14",4,3,5,5,943.9385467,50
"266",270,1410,2,2,1,"北京市","北京市","通州区",5,4,90,3,3,1,"2022/12/20",4,5,5,5,858.8256271,30
"267",271,1411,2,2,1,"北京市","北京市","顺义区",4,3,90,3,3,2,"-3",0,3,5,3,943.9385467,30
"268",272,1414,2,2,2,"北京市","北京市","房山区",3,2,88,7,5,1,"2022/12/21",4,3,5,4,1885.518528,12.5714285714286
"269",273,1417,2,2,1,"北京市","北京市","东城区",3,4,75,3,3,1,"2022/12/10",3,6,5,6,42,25
"270",275,1421,1,3,1,"北京市","北京市","大兴区",5,3,40,3,3,1,"2022/12/12",2,5,4,4,972.129989,13.3333333333333
"271",276,1422,2,2,1,"北京市","北京市","海淀区",4,10,200,4,3,1,"2022/12/1",2,8,5,5,408.739329,50
"272",277,1423,2,2,1,"北京市","北京市","朝阳区",3,3,100,3,2,1,"2022/11/30",5,4,5,6,419.6313085,33.3333333333333
"273",278,1426,2,2,2,"北京市","北京市","延庆区",5,1,120,4,4,2,"-3",0,3,5,3,1994,30
"274",279,1427,2,2,1,"北京市","北京市","海淀区",2,4,100,4,3,2,"-3",0,3,6,4,408.739329,25
"275",280,1431,1,2,1,"北京市","北京市","西城区",2,10,100,7,5,1,"2022/11/8",4,5,3,3,51,14.2857142857143
"276",281,1433,2,2,1,"北京市","北京市","大兴区",3,4,140,3,3,2,"-3",0,6,5,5,972.129989,46.6666666666667
"277",282,1435,2,2,1,"北京市","北京市","朝阳区",4,3,80,4,3,2,"-3",0,3,4,5,419.6313085,20
"278",283,1439,1,2,1,"北京市","北京市","昌平区",4,6,60,2,2,1,"2022/12/2",3,6,5,5,1244.384697,30
"279",284,1441,2,2,1,"北京市","北京市","西城区",2,3,100,3,3,2,"-3",0,4,5,5,51,33.3333333333333
"280",285,1442,2,2,1,"北京市","北京市","朝阳区",2,1,80,3,1,1,"2022/12/18",4,2,5,5,419.6313085,26.6666666666667
"281",286,1443,2,2,2,"北京市","北京市","房山区",6,1,100,4,4,1,"2022/12/15",4,2,5,5,1885.518528,25
"282",287,1448,2,2,1,"北京市","北京市","昌平区",2,3,70,3,2,1,"2022/12/5",4,4,5,4,1244.384697,23.3333333333333
"283",288,1449,2,2,1,"北京市","北京市","石景山区",2,6,65,3,3,1,"2022/12/17",4,3,5,3,78.92018867,21.6666666666667
"284",289,1450,2,2,2,"北京市","北京市","顺义区",6,4,150,4,3,1,"2022/12/26",4,2,5,2,943.9385467,37.5
"285",290,1451,2,2,1,"北京市","北京市","大兴区",4,4,130,3,3,1,"2022/12/18",3,2,5,4,972.129989,43.3333333333333
"286",291,1453,2,2,1,"北京市","北京市","昌平区",3,2,120,4,3,2,"-3",0,4,5,5,1244.384697,30
"287",292,1454,2,2,1,"北京市","北京市","东城区",3,5,40,3,3,1,"2022/12/15",4,4,5,4,42,13.3333333333333
"288",293,1455,2,2,1,"北京市","北京市","昌平区",4,3,80,3,3,1,"2022/12/16",3,3,5,5,1244.384697,26.6666666666667
"289",294,25,2,2,1,"福建省","厦门市","思明区",4,2,118,3,3,2,"-3",0,6,3,4,75,39.3333333333333
"290",295,214,1,2,1,"福建省","南平市","邵武市",1,4,103,2,2,1,"2022/12/20",4,4,6,6,2898.723839,51.5
"291",296,262,1,2,1,"福建省","福州市","台江区",3,2,90,4,4,2,"-3",0,5,7,5,18,22.5
"292",297,491,1,4,1,"福建省","福州市","鼓楼区",2,2,100,5,3,1,"2022/12/25",4,5,7,7,35,20
"293",298,519,1,2,1,"福建省","泉州市","晋江市",4,10,30,1,-3,1,"2022/12/23",3,4,5,-3,692.3668359,30
"294",299,545,1,2,1,"福建省","厦门市","思明区",3,4,210,3,3,1,"2022/12/28",4,5,5,6,75,70
"295",300,568,1,3,1,"福建省","莆田市","涵江区",4,2,100,3,3,1,"2022/12/26",4,5,5,5,784.073728,33.3333333333333
"296",301,585,2,3,1,"福建省","厦门市","思明区",2,2,127,3,3,1,"2022/12/17",4,5,6,6,75,42.3333333333333
"297",302,613,1,2,1,"福建省","厦门市","思明区",4,10,30,1,-3,2,"-3",0,6,7,-3,75,30
"298",304,660,2,4,1,"福建省","漳州市","龙海区",3,2,124,2,2,1,"2022/12/28",4,4,5,5,1357.845543,62
"299",305,667,2,4,1,"福建省","厦门市","同安区",5,2,70,2,1,1,"2022/12/22",3,6,5,3,676.3709121,35
"300",306,688,2,3,1,"福建省","厦门市","思明区",2,10,60,2,2,1,"2022/12/24",4,4,5,5,75,30
"301",307,725,2,4,1,"福建省","福州市","闽侯县",2,2,135,3,3,1,"2022/12/25",4,6,5,6,2226.576258,45
"302",308,751,2,2,1,"福建省","漳州市","芗城区",4,10,20,1,-3,2,"-3",0,4,5,-3,270.5804803,20
"303",309,780,2,2,1,"福建省","三明市","尤溪县",2,4,100,3,3,1,"2022/12/19",4,4,6,5,3554.981706,33.3333333333333
"304",310,797,2,4,1,"福建省","福州市","仓山区",4,2,159,3,2,1,"2022/12/26",2,5,6,7,159.0363427,53
"305",311,835,1,2,1,"福建省","厦门市","思明区",4,10,149,3,3,1,"2022/12/23",2,8,5,5,75,49.6666666666667
"306",312,840,2,2,2,"福建省","泉州市","惠安县",6,1,80,4,3,1,"2022/12/26",4,1,5,2,706.3126041,20
"307",313,853,2,2,1,"福建省","厦门市","海沧区",4,10,30,1,-3,1,"2022/12/27",4,3,6,-3,172.3330459,30
"308",314,931,1,3,1,"福建省","福州市","鼓楼区",4,6,100,4,3,1,"2022/12/27",4,5,6,5,35,25
"309",315,1028,1,2,1,"福建省","南平市","邵武市",4,2,107,3,3,1,"2022/12/22",4,6,5,5,2898.723839,35.6666666666667
"310",316,1156,2,2,1,"福建省","厦门市","湖里区",3,2,95,5,4,1,"2022/12/31",4,4,5,4,72,19
"311",318,1357,1,2,1,"福建省","厦门市","思明区",2,4,280,6,5,1,"2022/12/19",4,7,5,5,75,46.6666666666667
"312",319,448,2,3,1,"甘肃省","兰州市","安宁区",2,4,100,3,2,1,"2023/12/10",4,6,7,5,82.66470265,33.3333333333333
"313",320,702,2,3,1,"甘肃省","兰州市","城关区",4,3,60,2,2,2,"-3",0,4,5,3,222,30
"314",321,1038,1,2,1,"甘肃省","兰州市","城关区",3,6,28,1,-3,1,"2022/12/14",3,4,5,-3,222,28
"315",322,1211,1,2,1,"甘肃省","白银市","白银区",4,2,80,3,3,1,"2022/12/13",3,3,5,3,1298.261439,26.6666666666667
"316",323,1261,2,1,1,"甘肃省","陇南市","武都区",2,4,150,4,4,1,"2022/12/27",4,7,3,3,4560.948375,37.5
"317",324,1314,2,2,1,"甘肃省","武威市","凉州区",5,10,89,2,2,1,"2022/12/14",3,1,3,3,4588.623285,44.5
"318",325,1376,2,3,1,"甘肃省","兰州市","安宁区",1,4,90,5,4,1,"2022/12/25",4,4,7,5,82.66470265,18
"319",326,1393,2,2,1,"甘肃省","陇南市","武都区",3,2,140,2,2,1,"2022/12/19",2,2,5,5,4560.948375,70
"320",327,1405,1,1,1,"甘肃省","陇南市","西和县",2,3,80,3,3,1,"2022/12/19",4,3,3,3,1780.795767,26.6666666666667
"321",328,32,2,2,1,"广东省","佛山市","顺德区",1,4,150,5,5,1,"2022/12/21",2,6,5,5,865.2245686,30
"322",329,39,1,2,1,"广东省","肇庆市","端州区",2,3,95,4,3,1,"2022/12/10",4,5,5,4,165.9723751,23.75
"323",330,49,2,3,1,"广东省","深圳市","南山区",1,10,40,2,2,1,"2022/12/19",4,7,7,5,187.53,20
"324",331,84,2,2,1,"广东省","深圳市","南山区",2,10,10,4,4,1,"2022/12/20",4,7,6,6,187.53,2.5
"325",332,125,1,2,1,"广东省","汕头市","龙湖区",3,2,118,3,3,1,"2022/12/15",4,5,5,5,66.76233003,39.3333333333333
"326",333,131,2,2,1,"广东省","深圳市","南山区",3,2,100,7,5,1,"2022/12/25",4,5,5,7,187.53,14.2857142857143
"327",334,136,2,3,1,"广东省","深圳市","宝安区",2,4,40,6,5,1,"2022/12/25",4,6,5,5,741.6948988,6.66666666666667
"328",335,185,2,4,2,"广东省","广州市","花都区",6,1,80,2,2,1,"2023/1/1",3,2,2,2,1047.794015,40
"329",336,190,2,3,1,"广东省","中山市","",3,4,130,4,3,1,"2022/12/19",4,7,7,7,NA,32.5
"330",337,194,2,3,2,"广东省","汕头市","潮南区",6,1,100,5,2,2,"-3",0,4,2,2,596,20
"331",338,216,1,2,1,"广东省","湛江市","霞山区",3,2,100,3,3,1,"2022/12/20",4,4,5,3,101.9906428,33.3333333333333
"332",339,230,2,3,1,"广东省","广州市","荔湾区",2,6,116,3,2,1,"2022/12/23",4,6,7,7,62,38.6666666666667
"333",340,239,1,4,1,"广东省","东莞市","",5,10,20,2,2,1,"2022/12/25",4,1,2,1,NA,10
"334",341,282,1,4,2,"广东省","深圳市","龙岗区",5,6,20,1,-3,1,"2022/12/20",2,1,1,-3,906.3182994,20
"335",342,286,2,2,1,"广东省","深圳市","南山区",1,9,80,2,2,2,"-3",0,5,6,6,187.53,40
"336",344,290,2,2,1,"广东省","中山市","",5,4,100,4,3,1,"2022/12/18",3,5,5,5,NA,25
"337",345,292,2,2,1,"广东省","深圳市","南山区",5,6,25,1,-3,2,"-3",0,5,6,-3,187.53,25
"338",346,312,2,4,1,"广东省","深圳市","罗湖区",3,4,85,5,3,1,"2022/12/20",3,2,2,3,78.75,17
"339",347,315,2,3,2,"广东省","佛山市","南海区",6,1,40,2,2,1,"2022/12/22",3,2,2,2,1170.096945,20
"340",348,344,2,4,1,"广东省","珠海市","香洲区",2,3,191,4,3,1,"2022/12/26",4,6,5,6,392.8378317,47.75
"341",349,375,1,2,1,"广东省","广州市","白云区",5,4,70,1,-3,2,"-3",0,6,5,-3,709.4341839,70
"342",350,405,1,3,1,"广东省","广州市","白云区",4,4,40,4,2,1,"2022/12/16",1,1,2,2,709.4341839,10
"343",351,433,1,3,2,"广东省","佛山市","南海区",5,1,50,3,3,1,"2022/12/4",1,1,3,3,1170.096945,16.6666666666667
"344",352,437,2,2,1,"广东省","深圳市","罗湖区",2,7,65,4,4,1,"2022/12/23",4,5,6,5,78.75,16.25
"345",353,441,1,2,1,"广东省","佛山市","高明区",1,4,120,4,3,2,"-3",0,6,5,6,1029.312178,30
"346",354,442,1,4,1,"广东省","深圳市","龙华区",3,4,98,3,2,1,"2022/12/16",2,4,5,4,338.8980151,32.6666666666667
"347",355,447,1,2,1,"广东省","佛山市","南海区",2,5,100,3,3,1,"2022/12/17",4,4,5,5,1170.096945,33.3333333333333
"348",356,467,1,5,1,"广东省","深圳市","南山区",2,6,73,2,2,1,"2022/12/30",4,4,5,5,187.53,36.5
"349",357,469,1,4,1,"广东省","深圳市","福田区",3,4,18,2,1,2,"-3",0,4,3,3,78.66,9
"350",358,501,2,3,1,"广东省","深圳市","罗湖区",4,4,70,3,2,1,"2022/12/17",4,6,4,5,78.75,23.3333333333333
"351",359,502,1,4,1,"广东省","深圳市","南山区",2,7,90,5,4,1,"2022/12/27",4,7,6,6,187.53,18
"352",360,509,1,3,1,"广东省","深圳市","龙华区",1,8,65,4,3,1,"2022/12/19",4,6,6,6,338.8980151,16.25
"353",361,512,1,3,1,"广东省","深圳市","罗湖区",2,10,65,1,-3,1,"2022/12/26",4,6,6,-3,78.75,65
"354",362,524,1,2,2,"广东省","佛山市","南海区",6,1,40,4,4,1,"2022/12/17",4,3,5,3,1170.096945,10
"355",363,532,1,3,1,"广东省","梅州市","梅县区",2,2,164,2,2,1,"2022/12/22",3,3,4,2,2503,82
"356",364,537,1,3,1,"广东省","广州市","天河区",3,10,60,2,2,2,"-3",0,5,7,7,96,30
"357",365,547,1,3,1,"广东省","深圳市","福田区",3,2,63,3,2,1,"2022/12/21",3,6,5,4,78.66,21
"358",366,558,1,2,1,"广东省","深圳市","福田区",2,6,100,3,3,1,"2022/12/16",4,4,5,3,78.66,33.3333333333333
"359",367,561,2,2,1,"广东省","广州市","南沙区",2,4,110,7,4,1,"2021/12/21",3,5,4,5,369.4186891,15.7142857142857
"360",368,567,1,2,1,"广东省","佛山市","南海区",3,2,144,4,3,1,"2022/12/17",4,5,6,6,1170.096945,36
"361",369,574,1,2,1,"广东省","东莞市","",4,2,60,2,2,1,"2023/1/2",2,2,6,6,NA,30
"362",370,580,1,3,1,"广东省","深圳市","坪山区",5,4,90,3,1,1,"2022/12/27",3,8,6,6,166.31,30
"363",371,582,2,2,1,"广东省","深圳市","龙岗区",1,8,80,2,3,2,"-3",0,1,6,5,906.3182994,40
"364",372,596,2,2,1,"广东省","深圳市","福田区",1,6,60,4,3,1,"2022/12/18",4,4,5,5,78.66,15
"365",373,604,1,2,1,"广东省","深圳市","南山区",5,10,54,1,-3,1,"2022/12/23",3,6,5,-3,187.53,54
"366",374,605,2,2,1,"广东省","佛山市","顺德区",1,2,200,4,4,1,"2022/2/27",4,8,5,5,865.2245686,50
"367",375,617,1,4,1,"广东省","佛山市","南海区",4,10,80,4,4,2,"-3",0,3,2,4,1170.096945,20
"368",376,620,2,2,1,"广东省","梅州市","平远县",2,2,150,3,3,1,"2022/12/18",4,6,6,5,1461.727745,50
"369",377,641,1,2,1,"广东省","广州市","黄埔区",4,2,60,3,3,1,"2022/12/20",4,4,5,4,484,20
"370",378,649,2,3,1,"广东省","深圳市","龙岗区",2,6,60,5,5,1,"2022/12/22",4,5,6,6,906.3182994,12
"371",379,653,2,4,1,"广东省","深圳市","光明区",1,5,95,4,2,1,"2022/12/23",2,5,5,6,155.44,23.75
"372",380,654,2,2,1,"广东省","广州市","荔湾区",3,8,35,1,-3,1,"2022/12/17",4,3,5,-3,62,35
"373",381,670,1,2,1,"广东省","东莞市","",2,4,100,3,3,1,"2022/12/17",4,8,5,5,NA,33.3333333333333
"374",383,679,2,2,1,"广东省","东莞市","",5,10,10,2,1,1,"2022/12/23",4,5,5,5,NA,5
"375",384,686,1,3,1,"广东省","深圳市","福田区",4,5,10,1,-3,1,"2022/12/24",3,5,6,-3,78.66,10
"376",385,714,2,4,1,"广东省","佛山市","南海区",1,3,103,2,2,1,"2023/12/24",4,5,5,4,1170.096945,51.5
"377",386,716,2,4,1,"广东省","广州市","天河区",3,4,120,5,3,1,"2022/12/21",4,5,7,5,96,24
"378",387,718,2,2,1,"广东省","深圳市","福田区",4,2,90,3,3,1,"2022/12/24",4,5,6,6,78.66,30
"379",388,729,2,4,1,"广东省","深圳市","南山区",3,4,200,2,2,1,"2022/12/19",2,8,4,5,187.53,100
"380",389,730,1,2,1,"广东省","广州市","南沙区",2,8,149,7,7,1,"2022/12/22",4,8,6,6,369.4186891,21.2857142857143
"381",390,735,1,2,1,"广东省","佛山市","南海区",1,10,30,1,-3,2,"-3",0,1,5,-3,1170.096945,30
"382",391,740,2,3,1,"广东省","惠州市","惠城区",2,10,44,1,-3,2,"-3",0,7,5,-3,1603.034159,44
"383",392,742,1,4,1,"广东省","深圳市","南山区",5,2,80,3,2,1,"2022/12/24",4,7,6,4,187.53,26.6666666666667
"384",393,743,2,4,1,"广东省","深圳市","南山区",1,4,165,4,2,1,"2022/12/21",4,7,5,6,187.53,41.25
"385",394,747,2,5,1,"广东省","广州市","南沙区",2,4,120,3,3,1,"2022/12/16",2,7,5,5,369.4186891,40
"386",395,748,2,2,1,"广东省","广州市","番禺区",3,10,30,1,-3,1,"2022/12/21",4,6,7,-3,849.6010094,30
"387",396,756,2,2,1,"广东省","广州市","天河区",3,4,60,2,2,1,"2022/12/25",4,4,6,6,96,30
"388",397,758,1,3,1,"广东省","广州市","天河区",2,4,140,3,2,1,"2022/12/13",4,8,6,6,96,46.6666666666667
"389",398,761,1,3,1,"广东省","广州市","海珠区",2,5,100,3,2,1,"2022/12/23",4,6,5,5,91,33.3333333333333
"390",399,762,2,2,1,"广东省","湛江市","徐闻县",6,1,120,3,3,1,"2022/12/11",3,6,5,5,1932.805724,40
"391",400,770,1,4,1,"广东省","深圳市","龙华区",4,2,92,4,2,1,"2022/12/21",4,7,5,5,338.8980151,23
"392",401,774,2,4,1,"广东省","广州市","海珠区",2,5,153,3,3,2,"-3",0,5,6,6,91,51
"393",402,790,2,2,1,"广东省","深圳市","南山区",5,3,70,5,5,1,"2022/12/21",4,5,5,5,187.53,14
"394",403,794,2,3,1,"广东省","珠海市","金湾区",4,4,60,1,-3,1,"2022/12/22",3,4,6,-3,391.5303927,60
"395",404,803,1,3,1,"广东省","深圳市","龙岗区",2,6,90,4,4,1,"2022/12/17",3,3,6,4,906.3182994,22.5
"396",405,808,1,3,1,"广东省","深圳市","福田区",2,4,150,2,2,1,"2022/12/14",3,6,6,6,78.66,75
"397",406,820,1,5,1,"广东省","深圳市","福田区",3,4,92,3,2,1,"2022/12/29",3,6,4,5,78.66,30.6666666666667
"398",407,824,2,3,1,"广东省","深圳市","龙岗区",1,3,200,4,2,1,"2022/12/21",4,8,5,5,906.3182994,50
"399",408,831,2,5,1,"广东省","佛山市","顺德区",4,4,100,2,2,1,"2022/12/20",2,3,5,5,865.2245686,50
"400",409,843,2,3,1,"广东省","惠州市","惠城区",2,4,80,1,-3,2,"-3",0,5,4,-3,1603.034159,80
"401",410,859,2,4,1,"广东省","深圳市","龙岗区",1,5,90,4,2,1,"2022/12/22",3,7,5,4,906.3182994,22.5
"402",411,861,1,2,1,"广东省","深圳市","罗湖区",5,5,20,2,2,1,"2022/12/18",4,4,6,6,78.75,10
"403",412,966,2,3,1,"广东省","佛山市","禅城区",2,4,90,4,4,1,"2022/12/12",4,5,5,5,168.7864555,22.5
"404",413,1012,2,4,1,"广东省","深圳市","龙岗区",1,8,75,3,2,1,"2022/12/23",3,6,5,1,906.3182994,25
"405",414,1072,2,2,1,"广东省","广州市","白云区",5,6,20,2,1,1,"2023/1/1",4,2,7,7,709.4341839,10
"406",415,1099,1,2,1,"广东省","佛山市","顺德区",5,4,98,3,3,1,"2022/12/24",4,3,4,2,865.2245686,32.6666666666667
"407",416,1110,1,4,1,"广东省","深圳市","龙岗区",5,1,30,2,2,1,"2022/12/23",4,2,2,3,906.3182994,15
"408",417,1114,1,3,1,"广东省","深圳市","龙岗区",2,5,89,6,4,1,"2022/12/23",4,6,5,6,906.3182994,14.8333333333333
"409",418,1123,2,3,2,"广东省","佛山市","三水区",4,10,40,2,2,1,"2022/1/20",2,1,2,2,887.5788247,20
"410",419,1154,1,2,1,"广东省","佛山市","禅城区",2,3,118,1,-3,1,"2022/12/14",4,3,5,-3,168.7864555,118
"411",420,1203,1,3,1,"广东省","深圳市","宝安区",1,4,140,3,2,1,"2022/12/20",4,6,5,5,741.6948988,46.6666666666667
"412",421,1242,1,2,1,"广东省","珠海市","斗门区",5,3,67,1,-3,1,"2022/12/5",4,1,4,-3,651.8333424,67
"413",422,1296,2,4,1,"广东省","广州市","花都区",2,4,100,3,2,1,"2022/12/21",4,4,5,5,1047.794015,33.3333333333333
"414",423,1297,2,1,1,"广东省","深圳市","宝安区",1,10,100,3,3,1,"2022/12/23",4,6,5,7,741.6948988,33.3333333333333
"415",425,1326,2,4,1,"广东省","深圳市","龙岗区",1,4,120,3,2,1,"2022/12/27",3,8,5,4,906.3182994,40
"416",426,1371,2,2,1,"广东省","湛江市","赤坎区",5,10,100,2,2,2,"-3",0,4,5,2,63.47082652,50
"417",427,1381,2,2,1,"广东省","汕头市","金平区",4,4,130,3,3,2,"-3",0,6,5,7,154.9903788,43.3333333333333
"418",428,1392,2,2,2,"广东省","中山市","",6,1,200,4,4,1,"2022/12/26",4,4,6,6,NA,50
"419",429,1398,1,5,1,"广东省","广州市","天河区",2,6,90,2,2,1,"2022/12/16",4,7,4,4,96,45
"420",430,1403,2,4,1,"广东省","佛山市","顺德区",4,4,150,4,4,1,"2022/12/16",4,7,7,7,865.2245686,37.5
"421",431,1404,2,2,1,"广东省","深圳市","福田区",4,2,98,4,4,1,"2022/12/16",4,6,5,5,78.66,24.5
"422",432,1406,2,3,1,"广东省","深圳市","福田区",1,8,107,5,5,1,"2022/12/24",3,5,4,4,78.66,21.4
"423",433,18,1,2,1,"广西壮族自治区","北海市","银海区",4,2,80,2,2,1,"2022/12/13",4,4,5,4,511.1944229,40
"424",434,182,1,2,1,"广西壮族自治区","柳州市","鱼峰区",4,2,150,3,1,2,"-3",0,4,5,4,94.92522028,50
"425",435,500,1,3,1,"广西壮族自治区","南宁市","兴宁区",1,3,140,2,2,1,"2022/12/14",4,6,5,6,780.4113916,70
"426",436,542,1,4,1,"广西壮族自治区","南宁市","青秀区",4,2,160,4,3,1,"2022/12/24",4,5,6,6,941.616236,40
"427",437,642,1,2,1,"广西壮族自治区","南宁市","青秀区",3,5,108,2,2,1,"2022/12/24",4,4,5,4,941.616236,54
"428",438,666,1,2,1,"广西壮族自治区","南宁市","西乡塘区",4,2,110,2,2,1,"2022/12/20",3,3,4,2,1148.73383,55
